0.000694444 1.78134 1.78134
0.00138889 1.78094 1.78094
0.00208333 1.78054 1.78054
0.00277778 1.78014 1.78014
0.00347222 1.77975 1.77975
0.00416667 1.77935 1.77935
0.00486111 1.77895 1.77895
0.00555556 1.77855 1.77855
0.00625 1.77815 1.77815
0.00694444 1.77776 1.77776
0.00763889 1.77736 1.77736
0.00833333 1.77696 1.77696
0.00902778 1.77656 1.77656
0.00972222 1.77617 1.77617
0.0104167 1.77577 1.77577
0.0111111 1.77537 1.77537
0.0118056 1.77497 1.77497
0.0125 1.77458 1.77458
0.0131944 1.77418 1.77418
0.0138889 1.77378 1.77378
0.0145833 1.77338 1.77338
0.0152778 1.77298 1.77298
0.0159722 1.77259 1.77259
0.0166667 1.77219 1.77219
0.0173611 1.77179 1.77179
0.0180556 1.77139 1.77139
0.01875 1.771 1.771
0.0194444 1.7706 1.7706
0.0201389 1.7702 1.7702
0.0208333 1.7698 1.7698
0.0215278 1.7694 1.7694
0.0222222 1.76901 1.76901
0.0229167 1.76861 1.76861
0.0236111 1.76821 1.76821
0.0243056 1.76781 1.76781
0.025 1.76741 1.76741
0.0256944 1.76702 1.76702
0.0263889 1.76662 1.76662
0.0270833 1.76622 1.76622
0.0277778 1.76582 1.76582
0.0284722 1.76542 1.76542
0.0291667 1.76503 1.76503
0.0298611 1.76463 1.76463
0.0305556 1.76423 1.76423
0.03125 1.76383 1.76383
0.0319444 1.76343 1.76343
0.0326389 1.76304 1.76304
0.0333333 1.76264 1.76264
0.0340278 1.76224 1.76224
0.0347222 1.76184 1.76184
0.0354167 1.76144 1.76144
0.0361111 1.76105 1.76105
0.0368056 1.76065 1.76065
0.0375 1.76025 1.76025
0.0381944 1.75985 1.75985
0.0388889 1.75945 1.75945
0.0395833 1.75906 1.75906
0.0402778 1.75866 1.75866
0.0409722 1.75826 1.75826
0.0416667 1.75786 1.75786
0.0423611 1.75746 1.75746
0.0430556 1.75707 1.75707
0.04375 1.75667 1.75667
0.0444444 1.75627 1.75627
0.0451389 1.75587 1.75587
0.0458333 1.75547 1.75547
0.0465278 1.75507 1.75507
0.0472222 1.75468 1.75468
0.0479167 1.75428 1.75428
0.0486111 1.75388 1.75388
0.0493056 1.75348 1.75348
0.05 1.75308 1.75308
0.0506944 1.75269 1.75269
0.0513889 1.75229 1.75229
0.0520833 1.75189 1.75189
0.0527778 1.75149 1.75149
0.0534722 1.75109 1.75109
0.0541667 1.75069 1.75069
0.0548611 1.7503 1.7503
0.0555556 1.7499 1.7499
0.05625 1.7495 1.7495
0.0569444 1.7491 1.7491
0.0576389 1.7487 1.7487
0.0583333 1.7483 1.7483
0.0590278 1.74791 1.74791
0.0597222 1.74751 1.74751
0.0604167 1.74711 1.74711
0.0611111 1.74671 1.74671
0.0618056 1.74631 1.74631
0.0625 1.74591 1.74591
0.0631944 1.74552 1.74552
0.0638889 1.74512 1.74512
0.0645833 1.74472 1.74472
0.0652778 1.74432 1.74432
0.0659722 1.74392 1.74392
0.0666667 1.74352 1.74352
0.0673611 1.74313 1.74313
0.0680556 1.74273 1.74273
0.06875 1.74233 1.74233
0.0694444 1.74193 1.74193
0.0701389 1.74153 1.74153
0.0708333 1.74113 1.74113
0.0715278 1.74073 1.74073
0.0722222 1.74034 1.74034
0.0729167 1.73994 1.73994
0.0736111 1.73954 1.73954
0.0743056 1.73914 1.73914
0.075 1.73874 1.73874
0.0756944 1.73834 1.73834
0.0763889 1.73795 1.73795
0.0770833 1.73755 1.73755
0.0777778 1.73715 1.73715
0.0784722 1.73675 1.73675
0.0791667 1.73635 1.73635
0.0798611 1.73595 1.73595
0.0805556 1.73555 1.73555
0.08125 1.73516 1.73516
0.0819444 1.73476 1.73476
0.0826389 1.73436 1.73436
0.0833333 1.73396 1.73396
0.0840278 1.73356 1.73356
0.0847222 1.73316 1.73316
0.0854167 1.73276 1.73276
0.0861111 1.73236 1.73236
0.0868056 1.73197 1.73197
0.0875 1.73157 1.73157
0.0881944 1.73117 1.73117
0.0888889 1.73077 1.73077
0.0895833 1.73037 1.73037
0.0902778 1.72997 1.72997
0.0909722 1.72957 1.72957
0.0916667 1.72918 1.72918
0.0923611 1.72878 1.72878
0.0930556 1.72838 1.72838
0.09375 1.72798 1.72798
0.0944444 1.72758 1.72758
0.0951389 1.72718 1.72718
0.0958333 1.72678 1.72678
0.0965278 1.72638 1.72638
0.0972222 1.72598 1.72598
0.0979167 1.72559 1.72559
0.0986111 1.72519 1.72519
0.0993056 1.72479 1.72479
0.1 1.72439 1.72439
0.100694 1.72399 1.72399
